gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,alpha,q_start,objective_value,chip_played,budget_start,objective_gw,actual_squad_points,actual_lineup_points,actual_captain_points,actual_total_points
77,"Alexander Isak, Benjamin White, Bernd Leno, Bruno Borges Fernandes, Bukayo Saka, Daniel Munoz, Diogo Dalot Teixeira, Erling Haaland, Fabian Schar, Kieran Trippier, Martin Odegaard, Morgan Gibbs-White, Oliwier Zych, Ollie Watkins, Son Heung-min","Benjamin White, Bernd Leno, Bruno Borges Fernandes, Bukayo Saka, Erling Haaland, Fabian Schar, Kieran Trippier, Martin Odegaard, Morgan Gibbs-White, Ollie Watkins, Son Heung-min",Bukayo Saka,Erling Haaland,,,0.0,0,1,58.574944508313216,,1000.0,58.57494450831322,54,38,12.0,50
78,"Benjamin White, Bernd Leno, Bruno Borges Fernandes, Bukayo Saka, Daniel Munoz, Diogo Dalot Teixeira, Erling Haaland, Fabian Schar, Kieran Trippier, Mohamed Salah, Morgan Gibbs-White, Oliwier Zych, Ollie Watkins, Son Heung-min, Thomas Cannon","Benjamin White, Bernd Leno, Bruno Borges Fernandes, Bukayo Saka, Daniel Munoz, Erling Haaland, Kieran Trippier, Mohamed Salah, Morgan Gibbs-White, Ollie Watkins, Son Heung-min",Erling Haaland,Mohamed Salah,"Mohamed Salah, Thomas Cannon","Alexander Isak, Martin Odegaard",0.0,0,2,56.411309344912276,,0.0,56.41130934491227,75,74,17.0,91
79,"Benjamin White, Bernd Leno, Bruno Borges Fernandes, Bukayo Saka, Daniel Munoz, Diogo Dalot Teixeira, Erling Haaland, Fabian Schar, Kieran Trippier, Martin Odegaard, Mohamed Salah, Morgan Gibbs-White, Oliwier Zych, Ollie Watkins, Thomas Cannon","Benjamin White, Bernd Leno, Bruno Borges Fernandes, Bukayo Saka, Daniel Munoz, Erling Haaland, Kieran Trippier, Martin Odegaard, Mohamed Salah, Morgan Gibbs-White, Ollie Watkins",Erling Haaland,Bukayo Saka,Martin Odegaard,Son Heung-min,16.0,0,1,56.95345235269936,,0.0,56.95345235269936,57,56,17.0,73
80,"Benjamin White, Bernd Leno, Bruno Borges Fernandes, Bukayo Saka, Daniel Munoz, Diogo Dalot Teixeira, Eberechi Eze, Erling Haaland, Fabian Schar, Kieran Trippier, Martin Odegaard, Mohamed Salah, Oliwier Zych, Ollie Watkins, Thomas Cannon","Benjamin White, Bernd Leno, Bruno Borges Fernandes, Bukayo Saka, Daniel Munoz, Eberechi Eze, Erling Haaland, Fabian Schar, Martin Odegaard, Mohamed Salah, Ollie Watkins",Mohamed Salah,Ollie Watkins,Eberechi Eze,Morgan Gibbs-White,12.0,0,1,56.25994488417038,,16.0,56.25994488417038,71,59,2.0,61
81,"Bernd Leno, Bruno Borges Fernandes, Bukayo Saka, Daniel Munoz, Diogo Dalot Teixeira, Eberechi Eze, Erling Haaland, Ezri Konsa Ngoyo, Fabian Schar, Kieran Trippier, Martin Odegaard, Mohamed Salah, Oliwier Zych, Ollie Watkins, Thomas Cannon","Bernd Leno, Bruno Borges Fernandes, Bukayo Saka, Daniel Munoz, Eberechi Eze, Erling Haaland, Ezri Konsa Ngoyo, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins",Mohamed Salah,Ollie Watkins,Ezri Konsa Ngoyo,Benjamin White,32.0,0,1,54.38233743931452,,12.0,54.38233743931451,59,49,5.999999999999999,55
82,"Benjamin White, Bernd Leno, Bruno Borges Fernandes, Bukayo Saka, Daniel Munoz, Eberechi Eze, Erling Haaland, Ezri Konsa Ngoyo, Fabian Schar, Kieran Trippier, Martin Odegaard, Mohamed Salah, Oliwier Zych, Ollie Watkins, Thomas Cannon","Benjamin White, Bernd Leno, Bruno Borges Fernandes, Bukayo Saka, Daniel Munoz, Eberechi Eze, Erling Haaland, Fabian Schar, Martin Odegaard, Mohamed Salah, Ollie Watkins",Bukayo Saka,Martin Odegaard,Benjamin White,Diogo Dalot Teixeira,18.0,0,1,55.45435220328277,,32.0,55.45435220328277,36,33,3.0,36
83,"Benjamin White, Bernd Leno, Bukayo Saka, Daniel Munoz, Eberechi Eze, Erling Haaland, Ezri Konsa Ngoyo, Fabian Schar, Kieran Trippier, Martin Odegaard, Mohamed Salah, Oliwier Zych, Ollie Watkins, Phil Foden, Thomas Cannon","Benjamin White, Bernd Leno, Bukayo Saka, Eberechi Eze, Erling Haaland, Fabian Schar, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins, Phil Foden",Bukayo Saka,Erling Haaland,Phil Foden,Bruno Borges Fernandes,8.0,0,1,59.025069535530285,,18.0,59.025069535530285,44,42,16.0,58
84,"Benjamin White, Bernd Leno, Brennan Johnson, Bukayo Saka, Daniel Munoz, Erling Haaland, Ezri Konsa Ngoyo, Fabian Schar, Kieran Trippier, Martin Odegaard, Mohamed Salah, Oliwier Zych, Ollie Watkins, Phil Foden, Thomas Cannon","Benjamin White, Bernd Leno, Brennan Johnson, Bukayo Saka, Daniel Munoz, Erling Haaland, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins, Phil Foden",Mohamed Salah,Erling Haaland,Brennan Johnson,Eberechi Eze,10.0,0,1,58.393708509521126,,8.0,58.39370850952113,36,34,12.0,46
85,"Benjamin White, Bernd Leno, Bukayo Saka, Daniel Munoz, Erling Haaland, Ezri Konsa Ngoyo, Fabian Schar, Jarrod Bowen, Kieran Trippier, Martin Odegaard, Mohamed Salah, Oliwier Zych, Ollie Watkins, Phil Foden, Thomas Cannon","Benjamin White, Bernd Leno, Bukayo Saka, Erling Haaland, Ezri Konsa Ngoyo, Jarrod Bowen, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins, Phil Foden",Erling Haaland,Ollie Watkins,Jarrod Bowen,Brennan Johnson,3.0,0,1,58.179531096494316,,10.0,58.17953109649431,51,46,6.0,52
86,"Benjamin White, Bernd Leno, Bukayo Saka, Daniel Munoz, Erling Haaland, Ezri Konsa Ngoyo, Fabian Schar, James Ward-Prowse, Kieran Trippier, Martin Odegaard, Mohamed Salah, Oliwier Zych, Ollie Watkins, Phil Foden, Thomas Cannon","Benjamin White, Bernd Leno, Bukayo Saka, Daniel Munoz, Erling Haaland, James Ward-Prowse, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins, Phil Foden",Mohamed Salah,Ollie Watkins,James Ward-Prowse,Jarrod Bowen,15.0,0,1,52.82444326589454,,3.0,52.824443265894544,28,23,9.0,32
87,"Benjamin White, Bernd Leno, Bruno Borges Fernandes, Bukayo Saka, Daniel Munoz, Erling Haaland, Ezri Konsa Ngoyo, Fabian Schar, James Ward-Prowse, Kieran Trippier, Mohamed Salah, Oliwier Zych, Ollie Watkins, Phil Foden, Thomas Cannon","Benjamin White, Bernd Leno, Bruno Borges Fernandes, Bukayo Saka, Daniel Munoz, Erling Haaland, James Ward-Prowse, Kieran Trippier, Mohamed Salah, Ollie Watkins, Phil Foden",Mohamed Salah,Bruno Borges Fernandes,Bruno Borges Fernandes,Martin Odegaard,14.0,0,1,52.25682480548034,,15.0,52.256824805480335,57,54,14.000000000000002,68
