gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,alpha,q_start,objective_value,chip_played,budget_start,objective_gw
77,"Bryan Mbeumo, Bukayo Saka, Cristian Romero, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Joelinton Cassio Apolinario de Lira, Luis Diaz, Mohamed Salah, Ola Aina, Robert Sanchez, Trent Alexander-Arnold, Yoane Wissa","Bryan Mbeumo, Bukayo Saka, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Joelinton Cassio Apolinario de Lira, Mohamed Salah, Trent Alexander-Arnold, Yoane Wissa",Mohamed Salah,Danny Welbeck,,,11.0,0,1,795.4549999999998,,1000.0,120.241
78,"Bryan Mbeumo, Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Luis Diaz, Mohamed Salah, Noni Madueke, Ola Aina, Robert Sanchez, Trent Alexander-Arnold, Yoane Wissa","Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Erling Haaland, Gabriel dos Santos Magalhaes, Luis Diaz, Mohamed Salah, Noni Madueke, Ola Aina, Trent Alexander-Arnold",Noni Madueke,Erling Haaland,"Cole Palmer, Noni Madueke","Bukayo Saka, Joelinton Cassio Apolinario de Lira",2.0,0,2,803.8549999999998,,11.0,153.726
79,"Bart Verbruggen, Bryan Mbeumo, Cole Palmer, Diogo Dalot Teixeira, Dominic Calvert-Lewin, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Lucas Digne, Luis Diaz, Mohamed Salah, Ola Aina, Robert Sanchez, Trent Alexander-Arnold, Yoane Wissa","Bart Verbruggen, Bryan Mbeumo, Dominic Calvert-Lewin, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Lucas Digne, Luis Diaz, Mohamed Salah, Trent Alexander-Arnold, Yoane Wissa",Erling Haaland,Mohamed Salah,"Bart Verbruggen, Dominic Calvert-Lewin, Harvey Barnes, Lucas Digne","Cristian Romero, Danny Welbeck, David Raya Martin, Noni Madueke",16.0,3,1,744.4849999999997,,2.0,117.77099999999999
80,"Bart Verbruggen, Bryan Mbeumo, Cole Palmer, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Jean-Philippe Mateta, Lucas Digne, Luis Diaz, Ola Aina, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold","Cole Palmer, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Jean-Philippe Mateta, Lucas Digne, Ola Aina, Ollie Watkins, Robert Sanchez",Gabriel dos Santos Magalhaes,Robert Sanchez,"Dwight McNeil, Jean-Philippe Mateta, Ollie Watkins","Dominic Calvert-Lewin, Mohamed Salah, Yoane Wissa",46.0,2,1,736.0189999999997,,16.0,123.541
81,"Bart Verbruggen, Bryan Mbeumo, Cole Palmer, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Lucas Digne, Luis Diaz, Nicolas Jackson, Ola Aina, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold","Bryan Mbeumo, Cole Palmer, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Nicolas Jackson, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold",Luis Diaz,Nicolas Jackson,Nicolas Jackson,Jean-Philippe Mateta,44.0,0,1,725.0509999999997,,46.0,127.625
82,"Bart Verbruggen, Bryan Mbeumo, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Josko Gvardiol, Liam Delap, Mohamed Salah, Nicolas Jackson, Ola Aina, Ollie Watkins, Rayan Ait-Nouri, Robert Sanchez, Trent Alexander-Arnold","Bryan Mbeumo, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Josko Gvardiol, Liam Delap, Mohamed Salah, Ollie Watkins, Rayan Ait-Nouri, Robert Sanchez",Cole Palmer,Dwight McNeil,"Gabriel Martinelli Silva, James Justin, Josko Gvardiol, Liam Delap, Mohamed Salah, Rayan Ait-Nouri","Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Lucas Digne, Luis Diaz",99.0,5,1,710.8659999999995,,44.0,133.561
83,"Bart Verbruggen, Bryan Mbeumo, Bukayo Saka, Chris Wood, Danny Welbeck, James Justin, Jarrod Bowen, Jordan Pickford, Josko Gvardiol, Mateo Kovacic, Michail Antonio, Mohamed Salah, Ola Aina, Rayan Ait-Nouri, Trent Alexander-Arnold","Bryan Mbeumo, Bukayo Saka, Chris Wood, Danny Welbeck, James Justin, Jarrod Bowen, Jordan Pickford, Mateo Kovacic, Michail Antonio, Rayan Ait-Nouri, Trent Alexander-Arnold",Michail Antonio,Bukayo Saka,"Bukayo Saka, Chris Wood, Danny Welbeck, Jarrod Bowen, Jordan Pickford, Mateo Kovacic, Michail Antonio","Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, Liam Delap, Nicolas Jackson, Ollie Watkins, Robert Sanchez",153.0,6,1,717.9679999999996,,99.0,122.64099999999999
84,"Bryan Mbeumo, Bukayo Saka, Chris Wood, Curtis Jones, Danny Welbeck, Iliman Ndiaye, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Ola Aina, Rayan Ait-Nouri","Chris Wood, Curtis Jones, Danny Welbeck, Iliman Ndiaye, Josko Gvardiol, Justin Kluivert, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Ola Aina",Michael Keane,Curtis Jones,"Curtis Jones, Iliman Ndiaye, Justin Kluivert, Matz Sels, Michael Keane, Milos Kerkez","Bart Verbruggen, James Justin, Jarrod Bowen, Mateo Kovacic, Michail Antonio, Trent Alexander-Arnold",208.0,5,1,746.3789999999996,,153.0,104.325
85,"Alex Iwobi, Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Danny Welbeck, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina, Rayan Ait-Nouri","Alex Iwobi, Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Danny Welbeck, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Rayan Ait-Nouri",Bryan Mbeumo,Chris Wood,"Alex Iwobi, Ashley Young, Matheus Santos Carneiro Da Cunha","Curtis Jones, Iliman Ndiaye, Michael Keane",192.0,2,1,784.5809999999996,,208.0,108.332
86,"Alexander Isak, Ashley Young, Bruno Borges Fernandes, Bukayo Saka, Dominic Solanke, Joao Victor Gomes da Silva, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Leif Davis, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina","Alexander Isak, Bruno Borges Fernandes, Dominic Solanke, Joao Victor Gomes da Silva, Josko Gvardiol, Leif Davis, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina",Dominic Solanke,Ola Aina,"Alexander Isak, Bruno Borges Fernandes, Dominic Solanke, Joao Victor Gomes da Silva, Leif Davis","Alex Iwobi, Bryan Mbeumo, Chris Wood, Danny Welbeck, Rayan Ait-Nouri",159.0,4,1,788.6129999999997,,192.0,109.542
87,"Aaron Wan-Bissaka, Alexander Isak, Ashley Young, Bruno Borges Fernandes, Bukayo Saka, James Tarkowski, Joao Pedro Junqueira de Jesus, Joao Victor Gomes da Silva, Jordan Pickford, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Ola Aina, Pedro Porro","Aaron Wan-Bissaka, Alexander Isak, Ashley Young, Bruno Borges Fernandes, James Tarkowski, Joao Pedro Junqueira de Jesus, Jordan Pickford, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Pedro Porro",Bruno Borges Fernandes,Mohamed Salah,"Aaron Wan-Bissaka, James Tarkowski, Joao Pedro Junqueira de Jesus, Pedro Porro","Dominic Solanke, Josko Gvardiol, Leif Davis, Milos Kerkez",187.0,3,1,805.6199999999997,,159.0,112.441
88,"Aaron Wan-Bissaka, Alexander Isak, Ashley Young, Bukayo Saka, James Maddison, James Tarkowski, Joao Pedro Junqueira de Jesus, Joao Victor Gomes da Silva, Jordan Pickford, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Ola Aina, Pedro Porro","Aaron Wan-Bissaka, Ashley Young, Bukayo Saka, James Maddison, James Tarkowski, Joao Pedro Junqueira de Jesus, Joao Victor Gomes da Silva, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Pedro Porro",Matheus Santos Carneiro Da Cunha,James Maddison,James Maddison,Bruno Borges Fernandes,196.0,0,1,850.9239999999999,,187.0,150.63
