gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,alpha,q_start,objective_value,chip_played,budget_start,objective_gw
77,"Bryan Mbeumo, Bukayo Saka, Cristian Romero, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Joelinton Cassio Apolinario de Lira, Luis Diaz, Mohamed Salah, Ola Aina, Robert Sanchez, Trent Alexander-Arnold, Yoane Wissa","Bryan Mbeumo, Bukayo Saka, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Joelinton Cassio Apolinario de Lira, Mohamed Salah, Trent Alexander-Arnold, Yoane Wissa",Mohamed Salah,Bukayo Saka,,,9.0,0,1,1367.735,,1000.0,120.241
78,"Bryan Mbeumo, Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Luis Diaz, Mohamed Salah, Noni Madueke, Ola Aina, Robert Sanchez, Trent Alexander-Arnold, Yoane Wissa","Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Erling Haaland, Gabriel dos Santos Magalhaes, Luis Diaz, Mohamed Salah, Noni Madueke, Ola Aina, Trent Alexander-Arnold",Noni Madueke,Cole Palmer,"Cole Palmer, Noni Madueke","Bukayo Saka, Joelinton Cassio Apolinario de Lira",0.0,0,2,1389.0889999999997,,9.0,153.726
79,"Bryan Mbeumo, Cole Palmer, David Raya Martin, Diogo Dalot Teixeira, Dominic Calvert-Lewin, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Lucas Digne, Luis Diaz, Mohamed Salah, Ola Aina, Robert Sanchez, Trent Alexander-Arnold, Yoane Wissa","Bryan Mbeumo, Dominic Calvert-Lewin, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Lucas Digne, Luis Diaz, Mohamed Salah, Robert Sanchez, Trent Alexander-Arnold, Yoane Wissa",Erling Haaland,Mohamed Salah,"Dominic Calvert-Lewin, Harvey Barnes, Lucas Digne","Cristian Romero, Danny Welbeck, Noni Madueke",4.0,2,1,1380.5029999999997,,0.0,119.771
80,"Bryan Mbeumo, Cole Palmer, David Raya Martin, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Jean-Philippe Mateta, Lucas Digne, Luis Diaz, Ola Aina, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold","Cole Palmer, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Jean-Philippe Mateta, Lucas Digne, Ola Aina, Ollie Watkins, Robert Sanchez",Robert Sanchez,Gabriel dos Santos Magalhaes,"Dwight McNeil, Jean-Philippe Mateta, Ollie Watkins","Dominic Calvert-Lewin, Mohamed Salah, Yoane Wissa",34.0,2,1,1405.2169999999996,,4.0,123.541
81,"Bryan Mbeumo, Cole Palmer, David Raya Martin, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Lucas Digne, Luis Diaz, Nicolas Jackson, Ola Aina, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold","Bryan Mbeumo, Cole Palmer, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Nicolas Jackson, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold",Luis Diaz,Nicolas Jackson,Nicolas Jackson,Jean-Philippe Mateta,32.0,0,1,1394.0399999999995,,34.0,127.625
82,"Bryan Mbeumo, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Jordan Pickford, Josko Gvardiol, Liam Delap, Lucas Digne, Mohamed Salah, Nicolas Jackson, Ollie Watkins, Rayan Ait-Nouri, Robert Sanchez, Trent Alexander-Arnold","Bryan Mbeumo, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Josko Gvardiol, Liam Delap, Mohamed Salah, Ollie Watkins, Rayan Ait-Nouri, Robert Sanchez",Cole Palmer,Dwight McNeil,"Gabriel Martinelli Silva, James Justin, Jordan Pickford, Josko Gvardiol, Liam Delap, Mohamed Salah, Rayan Ait-Nouri","David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Ola Aina",94.0,6,1,1388.1029999999994,,32.0,129.555
83,"Bryan Mbeumo, Bukayo Saka, James Justin, Jarrod Bowen, Jordan Pickford, Josko Gvardiol, Lucas Digne, Mateo Kovacic, Matheus Santos Carneiro Da Cunha, Michail Antonio, Mohamed Salah, Nicolas Jackson, Rayan Ait-Nouri, Robert Sanchez, Trent Alexander-Arnold","Bryan Mbeumo, Bukayo Saka, James Justin, Jarrod Bowen, Jordan Pickford, Lucas Digne, Mateo Kovacic, Matheus Santos Carneiro Da Cunha, Michail Antonio, Rayan Ait-Nouri, Trent Alexander-Arnold",Michail Antonio,Bukayo Saka,"Bukayo Saka, Jarrod Bowen, Mateo Kovacic, Matheus Santos Carneiro Da Cunha, Michail Antonio","Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, Liam Delap, Ollie Watkins",125.0,4,1,1416.2639999999994,,94.0,131.641
84,"Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Curtis Jones, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Lucas Digne, Matheus Santos Carneiro Da Cunha, Matz Sels, Michael Keane, Mohamed Salah, Murillo Santiago Costa dos Santos, Nicolas Jackson","Ashley Young, Chris Wood, Curtis Jones, Josko Gvardiol, Justin Kluivert, Lucas Digne, Matz Sels, Michael Keane, Mohamed Salah, Murillo Santiago Costa dos Santos, Nicolas Jackson",Michael Keane,Curtis Jones,"Ashley Young, Chris Wood, Curtis Jones, Justin Kluivert, Matz Sels, Michael Keane, Murillo Santiago Costa dos Santos","James Justin, Jarrod Bowen, Mateo Kovacic, Michail Antonio, Rayan Ait-Nouri, Robert Sanchez, Trent Alexander-Arnold",172.0,6,1,1394.8599999999997,,125.0,93.33
85,"Alex Iwobi, Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Lucas Digne, Matheus Santos Carneiro Da Cunha, Matz Sels, Michael Keane, Mohamed Salah, Murillo Santiago Costa dos Santos, Nicolas Jackson","Alex Iwobi, Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Josko Gvardiol, Lucas Digne, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Nicolas Jackson",Bryan Mbeumo,Chris Wood,Alex Iwobi,Curtis Jones,170.0,0,1,1436.0789999999997,,172.0,119.332
86,"Aaron Wan-Bissaka, Alexander Isak, Ashley Young, Bruno Borges Fernandes, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Murillo Santiago Costa dos Santos, Ola Aina","Alexander Isak, Bruno Borges Fernandes, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Murillo Santiago Costa dos Santos, Ola Aina",Dominic Solanke,Ola Aina,"Aaron Wan-Bissaka, Alexander Isak, Bruno Borges Fernandes, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Ola Aina","Alex Iwobi, Bryan Mbeumo, Bukayo Saka, Chris Wood, Lucas Digne, Michael Keane, Nicolas Jackson",205.0,6,1,1440.0339999999997,,170.0,100.541
