gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,alpha,q_start,objective_value,chip_played,budget_start,objective_gw
77,"Bukayo Saka, Cristian Romero, Danny Welbeck, David Raya Martin, Erling Haaland, Joel Veltman, Joelinton Cassio Apolinario de Lira, Kai Havertz, Luis Diaz, Mateo Kovacic, Max Kilman, Mohamed Salah, Pedro Porro, Robert Sanchez, Trent Alexander-Arnold","Bukayo Saka, Danny Welbeck, David Raya Martin, Erling Haaland, Joel Veltman, Joelinton Cassio Apolinario de Lira, Kai Havertz, Mateo Kovacic, Mohamed Salah, Pedro Porro, Trent Alexander-Arnold",Mohamed Salah,Bukayo Saka,,,44.0,0,1,655.9609999999998,,1000.0,127.241
78,"Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Erling Haaland, Joel Veltman, Kai Havertz, Luis Diaz, Max Kilman, Mohamed Salah, Noni Madueke, Ola Aina, Robert Sanchez, Son Heung-min, Trent Alexander-Arnold","Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Erling Haaland, Luis Diaz, Max Kilman, Mohamed Salah, Noni Madueke, Ola Aina, Son Heung-min",Noni Madueke,Cole Palmer,"Cole Palmer, Noni Madueke, Ola Aina, Son Heung-min","Bukayo Saka, Joelinton Cassio Apolinario de Lira, Mateo Kovacic, Pedro Porro",0.0,2,2,665.2709999999997,,44.0,161.772
79,"Bryan Mbeumo, Cole Palmer, David Raya Martin, Dominic Calvert-Lewin, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Joel Veltman, Kai Havertz, Lucas Digne, Luis Diaz, Mohamed Salah, Ola Aina, Robert Sanchez, Trent Alexander-Arnold","Bryan Mbeumo, Dominic Calvert-Lewin, Erling Haaland, Harvey Barnes, Joel Veltman, Kai Havertz, Lucas Digne, Luis Diaz, Mohamed Salah, Robert Sanchez, Trent Alexander-Arnold",Erling Haaland,Mohamed Salah,"Bryan Mbeumo, Dominic Calvert-Lewin, Gabriel dos Santos Magalhaes, Harvey Barnes, Lucas Digne","Cristian Romero, Danny Welbeck, Max Kilman, Noni Madueke, Son Heung-min",19.0,4,1,631.1849999999997,,0.0,111.772
80,"Bryan Mbeumo, Cole Palmer, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Jean-Philippe Mateta, Joel Veltman, Jordan Pickford, Luis Diaz, Ola Aina, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold","Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Jean-Philippe Mateta, Joel Veltman, Luis Diaz, Ola Aina, Ollie Watkins, Robert Sanchez",Robert Sanchez,Gabriel dos Santos Magalhaes,"Diogo Dalot Teixeira, Dwight McNeil, Jean-Philippe Mateta, Jordan Pickford, Ollie Watkins","David Raya Martin, Dominic Calvert-Lewin, Kai Havertz, Lucas Digne, Mohamed Salah",71.0,4,1,621.6779999999998,,19.0,118.541
81,"Bryan Mbeumo, Cole Palmer, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Joel Veltman, Jordan Pickford, Luis Diaz, Nicolas Jackson, Ola Aina, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold","Bryan Mbeumo, Cole Palmer, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Nicolas Jackson, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold",Nicolas Jackson,Luis Diaz,Nicolas Jackson,Jean-Philippe Mateta,69.0,0,1,611.4729999999997,,71.0,127.625
82,"Bryan Mbeumo, Carlos Baleba, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Jordan Pickford, Josko Gvardiol, Liam Delap, Matz Sels, Nicolas Jackson, Ola Aina, Ollie Watkins, Rayan Ait-Nouri, Trent Alexander-Arnold","Bryan Mbeumo, Carlos Baleba, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Jordan Pickford, Josko Gvardiol, Liam Delap, Ollie Watkins, Rayan Ait-Nouri",Cole Palmer,Dwight McNeil,"Carlos Baleba, Gabriel Martinelli Silva, James Justin, Josko Gvardiol, Liam Delap, Matz Sels, Rayan Ait-Nouri","Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Joel Veltman, Luis Diaz, Robert Sanchez",203.0,6,1,593.4429999999996,,69.0,131.561
83,"Bryan Mbeumo, Bukayo Saka, Cole Palmer, Danny Welbeck, James Justin, Jarrod Bowen, Jordan Pickford, Josko Gvardiol, Mateo Kovacic, Matz Sels, Michail Antonio, Ola Aina, Ollie Watkins, Rayan Ait-Nouri, Trent Alexander-Arnold","Bryan Mbeumo, Bukayo Saka, Cole Palmer, Danny Welbeck, James Justin, Jarrod Bowen, Jordan Pickford, Mateo Kovacic, Michail Antonio, Rayan Ait-Nouri, Trent Alexander-Arnold",Michail Antonio,Bukayo Saka,"Bukayo Saka, Danny Welbeck, Jarrod Bowen, Mateo Kovacic, Michail Antonio","Carlos Baleba, Dwight McNeil, Gabriel Martinelli Silva, Liam Delap, Nicolas Jackson",172.0,4,1,582.3009999999996,,203.0,128.631
84,"Bryan Mbeumo, Bukayo Saka, Chris Wood, Curtis Jones, Danny Welbeck, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Ola Aina, Ollie Watkins, Rayan Ait-Nouri","Chris Wood, Curtis Jones, Danny Welbeck, Josko Gvardiol, Justin Kluivert, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Ola Aina, Ollie Watkins",Michael Keane,Curtis Jones,"Chris Wood, Curtis Jones, Justin Kluivert, Michael Keane, Milos Kerkez, Mohamed Salah","Cole Palmer, James Justin, Jarrod Bowen, Mateo Kovacic, Michail Antonio, Trent Alexander-Arnold",200.0,5,1,593.3269999999997,,172.0,103.325
85,"Alex Iwobi, Bryan Mbeumo, Bukayo Saka, Chris Wood, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina, Rayan Ait-Nouri, Trevoh Chalobah, Yoane Wissa","Alex Iwobi, Bryan Mbeumo, Bukayo Saka, Chris Wood, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Rayan Ait-Nouri, Trevoh Chalobah, Yoane Wissa",Bryan Mbeumo,Chris Wood,"Alex Iwobi, Matheus Santos Carneiro Da Cunha, Trevoh Chalobah, Yoane Wissa","Curtis Jones, Danny Welbeck, Michael Keane, Ollie Watkins",222.0,3,1,642.0539999999996,,200.0,109.332
86,"Bruno Borges Fernandes, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina, Rayan Ait-Nouri, Trevoh Chalobah, Yoane Wissa","Bruno Borges Fernandes, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina, Trevoh Chalobah",Dominic Solanke,Ola Aina,"Bruno Borges Fernandes, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva","Alex Iwobi, Bryan Mbeumo, Bukayo Saka, Chris Wood",261.0,3,1,674.3129999999998,,222.0,114.541
