gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,alpha,q_start,objective_value,chip_played,budget_start,objective_gw,actual_squad_points,actual_lineup_points,actual_captain_points,actual_total_points
77,"Alisson Ramses Becker, Benjamin White, Bernd Leno, Bruno Borges Fernandes, Dan Burn, Erling Haaland, Fabian Schar, Gabriel dos Santos Magalhaes, Jarrod Bowen, Jean-Philippe Mateta, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins, Son Heung-min","Alisson Ramses Becker, Benjamin White, Bruno Borges Fernandes, Erling Haaland, Fabian Schar, Gabriel dos Santos Magalhaes, Jarrod Bowen, Martin Odegaard, Mohamed Salah, Ollie Watkins, Son Heung-min",Martin Odegaard,Bruno Borges Fernandes,,,0.0,0,1,114.66618147795656,,1000.0,58.3372623808778,59,50,3.0,53
78,"Alisson Ramses Becker, Benjamin White, Bernd Leno, Dan Burn, Dwight McNeil, Erling Haaland, Fabian Schar, Gabriel dos Santos Magalhaes, Jean-Philippe Mateta, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins, Phil Foden, Son Heung-min","Benjamin White, Bernd Leno, Erling Haaland, Gabriel dos Santos Magalhaes, Jean-Philippe Mateta, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins, Phil Foden, Son Heung-min",Erling Haaland,Ollie Watkins,"Dwight McNeil, Phil Foden","Bruno Borges Fernandes, Jarrod Bowen",10.0,0,2,111.91235371963049,,0.0,55.284768699030714,74,65,17.0,82
79,"Alisson Ramses Becker, Benjamin White, Bernd Leno, Bruno Borges Fernandes, Dan Burn, Dwight McNeil, Erling Haaland, Fabian Schar, Gabriel dos Santos Magalhaes, Jean-Philippe Mateta, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins, Phil Foden","Benjamin White, Bernd Leno, Bruno Borges Fernandes, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins, Phil Foden",Erling Haaland,Martin Odegaard,Bruno Borges Fernandes,Son Heung-min,26.0,0,1,113.77447482497016,,10.0,55.357336557982144,66,56,17.0,73
80,"Alisson Ramses Becker, Benjamin White, Bernd Leno, Bruno Borges Fernandes, Dan Burn, Erling Haaland, Fabian Schar, Gabriel dos Santos Magalhaes, Jarrod Bowen, Jean-Philippe Mateta, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins, Phil Foden","Alisson Ramses Becker, Benjamin White, Bruno Borges Fernandes, Dan Burn, Erling Haaland, Jarrod Bowen, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins, Phil Foden",Erling Haaland,Mohamed Salah,Jarrod Bowen,Dwight McNeil,5.0,0,1,116.70867111643082,,26.0,58.348575753634776,86,48,13.0,61
81,"Alisson Ramses Becker, Benjamin White, Bernd Leno, Bruno Borges Fernandes, Dan Burn, Dominic Solanke, Erling Haaland, Fabian Schar, Gabriel dos Santos Magalhaes, Jarrod Bowen, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins, Phil Foden","Benjamin White, Bernd Leno, Bruno Borges Fernandes, Dan Burn, Dominic Solanke, Erling Haaland, Jarrod Bowen, Kieran Trippier, Mohamed Salah, Ollie Watkins, Phil Foden",Mohamed Salah,Erling Haaland,Dominic Solanke,Jean-Philippe Mateta,4.0,0,1,113.09265030366764,,5.0,55.75851189053767,46,38,5.999999999999999,44
82,"Alisson Ramses Becker, Benjamin White, Bernd Leno, Bruno Borges Fernandes, Dan Burn, Daniel Munoz, Dominic Solanke, Erling Haaland, Gabriel dos Santos Magalhaes, Jarrod Bowen, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins, Phil Foden","Benjamin White, Bernd Leno, Bruno Borges Fernandes, Daniel Munoz, Dominic Solanke, Erling Haaland, Gabriel dos Santos Magalhaes, Jarrod Bowen, Martin Odegaard, Mohamed Salah, Ollie Watkins",Martin Odegaard,Mohamed Salah,Daniel Munoz,Fabian Schar,9.0,0,1,111.3462185402815,,4.0,53.203698083881136,43,36,0.0,36
83,"Alisson Ramses Becker, Benjamin White, Bernd Leno, Dan Burn, Daniel Munoz, Dominic Solanke, Erling Haaland, Gabriel dos Santos Magalhaes, Jarrod Bowen, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins, Pascal Gross, Phil Foden","Alisson Ramses Becker, Benjamin White, Erling Haaland, Gabriel dos Santos Magalhaes, Jarrod Bowen, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins, Pascal Gross, Phil Foden",Erling Haaland,Mohamed Salah,Pascal Gross,Bruno Borges Fernandes,26.0,0,1,114.78530650143432,,9.0,57.476633315046946,57,41,2.0,43
84,"Alisson Ramses Becker, Benjamin White, Bernd Leno, Dan Burn, Daniel Munoz, Dominic Solanke, Erling Haaland, Gabriel dos Santos Magalhaes, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins, Pascal Gross, Phil Foden, Son Heung-min","Alisson Ramses Becker, Benjamin White, Dominic Solanke, Erling Haaland, Gabriel dos Santos Magalhaes, Kieran Trippier, Martin Odegaard, Mohamed Salah, Ollie Watkins, Phil Foden, Son Heung-min",Mohamed Salah,Son Heung-min,Son Heung-min,Jarrod Bowen,2.0,0,1,116.2128043106812,,26.0,56.023552044895325,44,37,12.0,49
85,"Alisson Ramses Becker, Benjamin White, Bernd Leno, Dan Burn, Daniel Munoz, Dominic Solanke, Erling Haaland, Gabriel dos Santos Magalhaes, Kieran Trippier, Martin Odegaard, Mohamed Salah, Mohammed Kudus, Ollie Watkins, Phil Foden, Son Heung-min","Benjamin White, Bernd Leno, Erling Haaland, Gabriel dos Santos Magalhaes, Kieran Trippier, Martin Odegaard, Mohamed Salah, Mohammed Kudus, Ollie Watkins, Phil Foden, Son Heung-min",Ollie Watkins,Martin Odegaard,Mohammed Kudus,Pascal Gross,4.0,0,1,115.46543268615424,,2.0,56.90957097440207,37,29,2.0,31
86,"Alisson Ramses Becker, Benjamin White, Bernd Leno, Bruno Borges Fernandes, Dan Burn, Daniel Munoz, Dominic Solanke, Erling Haaland, Gabriel dos Santos Magalhaes, Kieran Trippier, Mohamed Salah, Mohammed Kudus, Ollie Watkins, Phil Foden, Son Heung-min","Alisson Ramses Becker, Benjamin White, Bruno Borges Fernandes, Dominic Solanke, Erling Haaland, Gabriel dos Santos Magalhaes, Kieran Trippier, Mohamed Salah, Ollie Watkins, Phil Foden, Son Heung-min",Mohamed Salah,Son Heung-min,Bruno Borges Fernandes,Martin Odegaard,4.0,0,1,115.74262622149726,,4.0,58.27767011065558,59,48,9.0,57
87,"Alisson Ramses Becker, Benjamin White, Bruno Borges Fernandes, Dan Burn, Daniel Munoz, Dominic Solanke, Erling Haaland, Gabriel dos Santos Magalhaes, Jose Malheiro de Sa, Kieran Trippier, Mohamed Salah, Mohammed Kudus, Ollie Watkins, Phil Foden, Son Heung-min","Benjamin White, Bruno Borges Fernandes, Dominic Solanke, Erling Haaland, Gabriel dos Santos Magalhaes, Jose Malheiro de Sa, Kieran Trippier, Mohamed Salah, Ollie Watkins, Phil Foden, Son Heung-min",Son Heung-min,Mohamed Salah,Jose Malheiro de Sa,Bernd Leno,11.0,0,1,117.26417329407029,,4.0,57.295175517350344,55,53,2.0,55
88,"Alisson Ramses Becker, Benjamin White, Bruno Borges Fernandes, Bukayo Saka, Dan Burn, Daniel Munoz, Dominic Solanke, Erling Haaland, Gabriel dos Santos Magalhaes, Jose Malheiro de Sa, Kieran Trippier, Mohamed Salah, Mohammed Kudus, Ollie Watkins, Phil Foden","Alisson Ramses Becker, Benjamin White, Bruno Borges Fernandes, Bukayo Saka, Dominic Solanke, Erling Haaland, Gabriel dos Santos Magalhaes, Kieran Trippier, Mohamed Salah, Ollie Watkins, Phil Foden",Bukayo Saka,Ollie Watkins,Bukayo Saka,Son Heung-min,9.0,0,1,115.00161104509945,,11.0,59.38521171195762,54,51,13.0,64
