gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,alpha,q_start,objective_value,chip_played,budget_start,objective_gw
77,"Bukayo Saka, Cristian Romero, Danny Welbeck, David Raya Martin, Erling Haaland, Joelinton Cassio Apolinario de Lira, Kai Havertz, Luis Diaz, Mateo Kovacic, Max Kilman, Mohamed Salah, Nick Pope, Pedro Porro, Rico Lewis, Trent Alexander-Arnold","Bukayo Saka, Danny Welbeck, Erling Haaland, Joelinton Cassio Apolinario de Lira, Kai Havertz, Mateo Kovacic, Mohamed Salah, Nick Pope, Pedro Porro, Rico Lewis, Trent Alexander-Arnold",Mohamed Salah,Kai Havertz,,,54.0,0,1,412.7789999999999,,1000.0,126.241
78,"Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Erling Haaland, Kai Havertz, Luis Diaz, Max Kilman, Mohamed Salah, Nick Pope, Noni Madueke, Ola Aina, Rico Lewis, Son Heung-min, Trent Alexander-Arnold","Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Erling Haaland, Luis Diaz, Max Kilman, Mohamed Salah, Noni Madueke, Ola Aina, Son Heung-min",Noni Madueke,Cole Palmer,"Cole Palmer, Noni Madueke, Ola Aina, Son Heung-min","Bukayo Saka, Joelinton Cassio Apolinario de Lira, Mateo Kovacic, Pedro Porro",10.0,2,2,398.102,,54.0,161.772
79,"Bryan Mbeumo, David Raya Martin, Dominic Calvert-Lewin, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Kai Havertz, Lucas Digne, Luis Diaz, Mohamed Salah, Nick Pope, Ola Aina, Rico Lewis, Son Heung-min, Trent Alexander-Arnold","Bryan Mbeumo, Dominic Calvert-Lewin, Erling Haaland, Harvey Barnes, Kai Havertz, Lucas Digne, Luis Diaz, Mohamed Salah, Nick Pope, Rico Lewis, Trent Alexander-Arnold",Mohamed Salah,Erling Haaland,"Bryan Mbeumo, Dominic Calvert-Lewin, Gabriel dos Santos Magalhaes, Harvey Barnes, Lucas Digne","Cole Palmer, Cristian Romero, Danny Welbeck, Max Kilman, Noni Madueke",35.0,4,1,365.9479999999999,,10.0,117.74199999999999
80,"Bryan Mbeumo, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Jean-Philippe Mateta, Lucas Digne, Luis Diaz, Nick Pope, Ola Aina, Ollie Watkins, Robert Sanchez, Son Heung-min, Trent Alexander-Arnold","Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Jean-Philippe Mateta, Lucas Digne, Luis Diaz, Ola Aina, Ollie Watkins, Robert Sanchez",Robert Sanchez,Gabriel dos Santos Magalhaes,"Diogo Dalot Teixeira, Dwight McNeil, Jean-Philippe Mateta, Ollie Watkins, Robert Sanchez","David Raya Martin, Dominic Calvert-Lewin, Kai Havertz, Mohamed Salah, Rico Lewis",92.0,4,1,383.7169999999999,,35.0,115.531
81,"Bryan Mbeumo, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Lucas Digne, Luis Diaz, Nick Pope, Nicolas Jackson, Ola Aina, Ollie Watkins, Robert Sanchez, Son Heung-min, Trent Alexander-Arnold","Bryan Mbeumo, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Nicolas Jackson, Ollie Watkins, Robert Sanchez, Son Heung-min, Trent Alexander-Arnold",Nicolas Jackson,Luis Diaz,Nicolas Jackson,Jean-Philippe Mateta,90.0,0,1,397.851,,92.0,129.625
82,"Bryan Mbeumo, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Josko Gvardiol, Liam Delap, Lucas Digne, Mohamed Salah, Nick Pope, Nicolas Jackson, Ollie Watkins, Rayan Ait-Nouri, Robert Sanchez, Trent Alexander-Arnold","Bryan Mbeumo, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Josko Gvardiol, Liam Delap, Mohamed Salah, Nick Pope, Ollie Watkins, Rayan Ait-Nouri",Cole Palmer,Dwight McNeil,"Cole Palmer, Gabriel Martinelli Silva, James Justin, Josko Gvardiol, Liam Delap, Mohamed Salah, Rayan Ait-Nouri","Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Ola Aina, Son Heung-min",138.0,6,1,365.548,,90.0,130.555
83,"Bryan Mbeumo, Bukayo Saka, Chris Wood, James Justin, Jarrod Bowen, Jordan Pickford, Josko Gvardiol, Lucas Digne, Mateo Kovacic, Michail Antonio, Mohamed Salah, Nick Pope, Nicolas Jackson, Rayan Ait-Nouri, Trent Alexander-Arnold","Bryan Mbeumo, Bukayo Saka, Chris Wood, James Justin, Jarrod Bowen, Jordan Pickford, Lucas Digne, Mateo Kovacic, Michail Antonio, Rayan Ait-Nouri, Trent Alexander-Arnold",Michail Antonio,Bukayo Saka,"Bukayo Saka, Chris Wood, Jarrod Bowen, Jordan Pickford, Mateo Kovacic, Michail Antonio","Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, Liam Delap, Ollie Watkins, Robert Sanchez",171.0,5,1,345.29799999999994,,138.0,126.64099999999999
84,"Bryan Mbeumo, Bukayo Saka, Chris Wood, Curtis Jones, Danny Welbeck, Josko Gvardiol, Justin Kluivert, Lucas Digne, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Nick Pope, Nicolas Jackson, Rayan Ait-Nouri","Chris Wood, Curtis Jones, Danny Welbeck, Josko Gvardiol, Justin Kluivert, Lucas Digne, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Nicolas Jackson",Michael Keane,Curtis Jones,"Curtis Jones, Danny Welbeck, Justin Kluivert, Matz Sels, Michael Keane, Milos Kerkez","James Justin, Jarrod Bowen, Jordan Pickford, Mateo Kovacic, Michail Antonio, Trent Alexander-Arnold",225.0,5,1,331.22799999999995,,171.0,99.325
85,"Alex Iwobi, Bryan Mbeumo, Bukayo Saka, Chris Wood, Danny Welbeck, Josko Gvardiol, Justin Kluivert, Lucas Digne, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Nick Pope, Nicolas Jackson, Rayan Ait-Nouri","Alex Iwobi, Bryan Mbeumo, Bukayo Saka, Chris Wood, Danny Welbeck, Josko Gvardiol, Lucas Digne, Matz Sels, Mohamed Salah, Nicolas Jackson, Rayan Ait-Nouri",Bryan Mbeumo,Chris Wood,Alex Iwobi,Curtis Jones,223.0,0,1,347.3439999999999,,225.0,117.332
86,"Alexander Isak, Bruno Borges Fernandes, Bukayo Saka, Chris Wood, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Josko Gvardiol, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Nick Pope, Ola Aina, Rayan Ait-Nouri","Alexander Isak, Bruno Borges Fernandes, Chris Wood, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Josko Gvardiol, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina",Dominic Solanke,Ola Aina,"Alexander Isak, Bruno Borges Fernandes, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Ola Aina","Alex Iwobi, Bryan Mbeumo, Danny Welbeck, Justin Kluivert, Lucas Digne, Nicolas Jackson",206.0,5,1,365.66499999999996,,223.0,109.52600000000001
87,"Aaron Wan-Bissaka, Alexander Isak, Bruno Borges Fernandes, Bukayo Saka, Emerson Palmieri dos Santos, Emile Smith Rowe, James Tarkowski, Joao Pedro Junqueira de Jesus, Joao Victor Gomes da Silva, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Ola Aina, Rayan Ait-Nouri","Aaron Wan-Bissaka, Alexander Isak, Bruno Borges Fernandes, Emerson Palmieri dos Santos, Emile Smith Rowe, James Tarkowski, Joao Pedro Junqueira de Jesus, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Rayan Ait-Nouri",Bruno Borges Fernandes,Mohamed Salah,"Aaron Wan-Bissaka, Emerson Palmieri dos Santos, Emile Smith Rowe, James Tarkowski, Joao Pedro Junqueira de Jesus, Jordan Pickford, Matheus Santos Carneiro Da Cunha","Chris Wood, Dominic Solanke, Harry Wilson, Josko Gvardiol, Michael Keane, Milos Kerkez, Nick Pope",238.0,6,1,406.2079999999999,,206.0,107.441
