gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,alpha,q_start,objective_value,chip_played,budget_start,objective_gw
77,"Bryan Mbeumo, Bukayo Saka, Cristian Romero, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Luis Diaz, Mateo Kovacic, Mohamed Salah, Ola Aina, Robert Sanchez, Trent Alexander-Arnold, Yoane Wissa","Bryan Mbeumo, Bukayo Saka, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Mateo Kovacic, Mohamed Salah, Trent Alexander-Arnold, Yoane Wissa",Mohamed Salah,Bukayo Saka,,,14.0,0,1,924.0959999999998,,1000.0,120.241
78,"Bryan Mbeumo, Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Luis Diaz, Mohamed Salah, Noni Madueke, Ola Aina, Robert Sanchez, Trent Alexander-Arnold, Yoane Wissa","Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Erling Haaland, Gabriel dos Santos Magalhaes, Luis Diaz, Mohamed Salah, Noni Madueke, Ola Aina, Trent Alexander-Arnold",Noni Madueke,Cole Palmer,"Cole Palmer, Noni Madueke","Bukayo Saka, Mateo Kovacic",0.0,0,2,905.1769999999997,,14.0,153.726
79,"Bryan Mbeumo, Cole Palmer, Dean Henderson, Diogo Dalot Teixeira, Dominic Calvert-Lewin, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Lucas Digne, Luis Diaz, Mohamed Salah, Ola Aina, Robert Sanchez, Trent Alexander-Arnold, Yoane Wissa","Bryan Mbeumo, Dean Henderson, Dominic Calvert-Lewin, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Lucas Digne, Luis Diaz, Mohamed Salah, Trent Alexander-Arnold, Yoane Wissa",Erling Haaland,Mohamed Salah,"Dean Henderson, Dominic Calvert-Lewin, Harvey Barnes, Lucas Digne","Cristian Romero, Danny Welbeck, David Raya Martin, Noni Madueke",14.0,3,1,854.7899999999996,,0.0,117.77099999999999
80,"Bryan Mbeumo, Cole Palmer, Dean Henderson, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Jean-Philippe Mateta, Lucas Digne, Luis Diaz, Ola Aina, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold","Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Jean-Philippe Mateta, Lucas Digne, Luis Diaz, Ola Aina, Ollie Watkins, Robert Sanchez",Gabriel dos Santos Magalhaes,Robert Sanchez,"Dwight McNeil, Jean-Philippe Mateta, Ollie Watkins","Dominic Calvert-Lewin, Mohamed Salah, Yoane Wissa",44.0,2,1,850.5919999999996,,14.0,123.541
81,"Bryan Mbeumo, Cole Palmer, Dean Henderson, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Lucas Digne, Luis Diaz, Nicolas Jackson, Ola Aina, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold","Bryan Mbeumo, Cole Palmer, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Nicolas Jackson, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold",Luis Diaz,Nicolas Jackson,Nicolas Jackson,Jean-Philippe Mateta,42.0,0,1,843.5199999999995,,44.0,127.625
82,"Bryan Mbeumo, Cole Palmer, Dean Henderson, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Jordan Pickford, Josko Gvardiol, Liam Delap, Lucas Digne, Mohamed Salah, Nicolas Jackson, Ollie Watkins, Rayan Ait-Nouri, Trent Alexander-Arnold","Bryan Mbeumo, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Jordan Pickford, Josko Gvardiol, Liam Delap, Mohamed Salah, Ollie Watkins, Rayan Ait-Nouri",Cole Palmer,Dwight McNeil,"Gabriel Martinelli Silva, James Justin, Jordan Pickford, Josko Gvardiol, Liam Delap, Mohamed Salah, Rayan Ait-Nouri","Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Ola Aina, Robert Sanchez",95.0,6,1,853.4599999999996,,42.0,129.555
83,"Bryan Mbeumo, Bukayo Saka, James Justin, Jarrod Bowen, Jordan Pickford, Josko Gvardiol, Lucas Digne, Mateo Kovacic, Matheus Santos Carneiro Da Cunha, Matz Sels, Michail Antonio, Mohamed Salah, Nicolas Jackson, Rayan Ait-Nouri, Trent Alexander-Arnold","Bryan Mbeumo, Bukayo Saka, James Justin, Jarrod Bowen, Jordan Pickford, Lucas Digne, Mateo Kovacic, Matheus Santos Carneiro Da Cunha, Michail Antonio, Rayan Ait-Nouri, Trent Alexander-Arnold",Michail Antonio,Bukayo Saka,"Bukayo Saka, Jarrod Bowen, Mateo Kovacic, Matheus Santos Carneiro Da Cunha, Matz Sels, Michail Antonio","Cole Palmer, Dean Henderson, Dwight McNeil, Gabriel Martinelli Silva, Liam Delap, Ollie Watkins",126.0,5,1,876.0109999999996,,95.0,127.64099999999999
84,"Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Curtis Jones, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Lucas Digne, Matheus Santos Carneiro Da Cunha, Matz Sels, Michael Keane, Mohamed Salah, Murillo Santiago Costa dos Santos, Nicolas Jackson","Ashley Young, Chris Wood, Curtis Jones, Josko Gvardiol, Justin Kluivert, Lucas Digne, Matz Sels, Michael Keane, Mohamed Salah, Murillo Santiago Costa dos Santos, Nicolas Jackson",Michael Keane,Curtis Jones,"Ashley Young, Chris Wood, Curtis Jones, Justin Kluivert, Michael Keane, Murillo Santiago Costa dos Santos","James Justin, Jarrod Bowen, Mateo Kovacic, Michail Antonio, Rayan Ait-Nouri, Trent Alexander-Arnold",171.0,5,1,892.8549999999996,,126.0,97.33
85,"Alex Iwobi, Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Lucas Digne, Matheus Santos Carneiro Da Cunha, Matz Sels, Michael Keane, Mohamed Salah, Murillo Santiago Costa dos Santos, Nicolas Jackson","Alex Iwobi, Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Josko Gvardiol, Lucas Digne, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Nicolas Jackson",Bryan Mbeumo,Chris Wood,Alex Iwobi,Curtis Jones,169.0,0,1,907.8889999999997,,171.0,119.332
86,"Aaron Wan-Bissaka, Alexander Isak, Ashley Young, Bruno Borges Fernandes, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Murillo Santiago Costa dos Santos, Ola Aina","Alexander Isak, Bruno Borges Fernandes, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Murillo Santiago Costa dos Santos, Ola Aina",Dominic Solanke,Ola Aina,"Aaron Wan-Bissaka, Alexander Isak, Bruno Borges Fernandes, Dominic Solanke, Harry Wilson, Joao Victor Gomes da Silva, Ola Aina","Alex Iwobi, Bryan Mbeumo, Bukayo Saka, Chris Wood, Lucas Digne, Michael Keane, Nicolas Jackson",204.0,6,1,910.2449999999999,,169.0,100.541
