gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,alpha,q_start,objective_value,chip_played,budget_start,objective_gw
77,"Bryan Mbeumo, Bukayo Saka, Cristian Romero, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Joelinton Cassio Apolinario de Lira, Luis Diaz, Mohamed Salah, Ola Aina, Robert Sanchez, Trent Alexander-Arnold, Yoane Wissa","Bryan Mbeumo, Bukayo Saka, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Joelinton Cassio Apolinario de Lira, Mohamed Salah, Trent Alexander-Arnold, Yoane Wissa",Mohamed Salah,Bukayo Saka,,,9.0,0,1,1249.2899999999995,,1000.0,120.241
78,"Bryan Mbeumo, Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Luis Diaz, Mohamed Salah, Noni Madueke, Ola Aina, Robert Sanchez, Trent Alexander-Arnold, Yoane Wissa","Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Erling Haaland, Gabriel dos Santos Magalhaes, Luis Diaz, Mohamed Salah, Noni Madueke, Ola Aina, Trent Alexander-Arnold",Noni Madueke,Cole Palmer,"Cole Palmer, Noni Madueke","Bukayo Saka, Joelinton Cassio Apolinario de Lira",0.0,0,2,1247.494,,9.0,153.726
79,"Bryan Mbeumo, Cole Palmer, Cristian Romero, Danny Welbeck, David Raya Martin, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Mohamed Salah, Ola Aina, Robert Sanchez, Trent Alexander-Arnold, Yoane Wissa","Bryan Mbeumo, Cole Palmer, David Raya Martin, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Mohamed Salah, Ola Aina, Trent Alexander-Arnold, Yoane Wissa",Mohamed Salah,Erling Haaland,Harvey Barnes,Noni Madueke,1.0,0,1,1227.4159999999995,,0.0,116.726
80,"Bryan Mbeumo, Cole Palmer, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Fabian Schar, Gabriel dos Santos Magalhaes, Harvey Barnes, Jean-Philippe Mateta, Luis Diaz, Matz Sels, Ola Aina, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold","Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Fabian Schar, Gabriel dos Santos Magalhaes, Harvey Barnes, Jean-Philippe Mateta, Luis Diaz, Ola Aina, Ollie Watkins, Robert Sanchez",Robert Sanchez,Gabriel dos Santos Magalhaes,"Dwight McNeil, Fabian Schar, Jean-Philippe Mateta, Matz Sels, Ollie Watkins","Cristian Romero, Danny Welbeck, David Raya Martin, Mohamed Salah, Yoane Wissa",36.0,4,1,1257.7469999999996,,1.0,119.541
81,"Bryan Mbeumo, Cole Palmer, Diogo Dalot Teixeira, Dwight McNeil, Erling Haaland, Fabian Schar, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Matz Sels, Nicolas Jackson, Ola Aina, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold","Bryan Mbeumo, Cole Palmer, Diogo Dalot Teixeira, Erling Haaland, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz, Nicolas Jackson, Ollie Watkins, Robert Sanchez, Trent Alexander-Arnold",Nicolas Jackson,Luis Diaz,Nicolas Jackson,Jean-Philippe Mateta,34.0,0,1,1282.7379999999994,,36.0,127.625
82,"Bryan Mbeumo, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Josko Gvardiol, Liam Delap, Matz Sels, Mohamed Salah, Nicolas Jackson, Ola Aina, Ollie Watkins, Rayan Ait-Nouri, Robert Sanchez, Trent Alexander-Arnold","Bryan Mbeumo, Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, James Justin, Josko Gvardiol, Liam Delap, Matz Sels, Mohamed Salah, Ollie Watkins, Rayan Ait-Nouri",Cole Palmer,Dwight McNeil,"Gabriel Martinelli Silva, James Justin, Josko Gvardiol, Liam Delap, Mohamed Salah, Rayan Ait-Nouri","Diogo Dalot Teixeira, Erling Haaland, Fabian Schar, Gabriel dos Santos Magalhaes, Harvey Barnes, Luis Diaz",97.0,5,1,1263.4769999999992,,34.0,133.561
83,"Bryan Mbeumo, Bukayo Saka, Chris Wood, James Justin, Jarrod Bowen, Jordan Pickford, Josko Gvardiol, Mateo Kovacic, Matheus Santos Carneiro Da Cunha, Matz Sels, Michail Antonio, Mohamed Salah, Ola Aina, Rayan Ait-Nouri, Trent Alexander-Arnold","Bryan Mbeumo, Bukayo Saka, Chris Wood, James Justin, Jarrod Bowen, Jordan Pickford, Mateo Kovacic, Matheus Santos Carneiro Da Cunha, Michail Antonio, Rayan Ait-Nouri, Trent Alexander-Arnold",Michail Antonio,Bukayo Saka,"Bukayo Saka, Chris Wood, Jarrod Bowen, Jordan Pickford, Mateo Kovacic, Matheus Santos Carneiro Da Cunha, Michail Antonio","Cole Palmer, Dwight McNeil, Gabriel Martinelli Silva, Liam Delap, Nicolas Jackson, Ollie Watkins, Robert Sanchez",144.0,6,1,1256.4649999999992,,97.0,123.64099999999999
84,"Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Curtis Jones, Danny Welbeck, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Ola Aina","Ashley Young, Chris Wood, Curtis Jones, Danny Welbeck, Josko Gvardiol, Justin Kluivert, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Ola Aina",Michael Keane,Curtis Jones,"Ashley Young, Curtis Jones, Danny Welbeck, Justin Kluivert, Michael Keane, Milos Kerkez","James Justin, Jarrod Bowen, Mateo Kovacic, Michail Antonio, Rayan Ait-Nouri, Trent Alexander-Arnold",194.0,5,1,1290.5689999999997,,144.0,101.33
85,"Alex Iwobi, Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Danny Welbeck, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Michael Keane, Milos Kerkez, Mohamed Salah, Ola Aina","Alex Iwobi, Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Danny Welbeck, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Matz Sels, Michael Keane, Mohamed Salah",Bryan Mbeumo,Chris Wood,Alex Iwobi,Curtis Jones,192.0,0,1,1299.4859999999996,,194.0,112.332
86,"Alexander Isak, Ashley Young, Bruno Borges Fernandes, Bukayo Saka, Dominic Solanke, Joao Victor Gomes da Silva, Jordan Pickford, Josko Gvardiol, Justin Kluivert, Leif Davis, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina","Alexander Isak, Bruno Borges Fernandes, Dominic Solanke, Joao Victor Gomes da Silva, Josko Gvardiol, Leif Davis, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Ola Aina",Dominic Solanke,Ola Aina,"Alexander Isak, Bruno Borges Fernandes, Dominic Solanke, Joao Victor Gomes da Silva, Leif Davis","Alex Iwobi, Bryan Mbeumo, Chris Wood, Danny Welbeck, Michael Keane",156.0,4,1,1317.7029999999997,,192.0,109.542
87,"Aaron Wan-Bissaka, Alexander Isak, Ashley Young, Bruno Borges Fernandes, Bukayo Saka, Emerson Palmieri dos Santos, Joao Pedro Junqueira de Jesus, Joao Victor Gomes da Silva, Jordan Pickford, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Ola Aina, Pedro Porro","Aaron Wan-Bissaka, Alexander Isak, Ashley Young, Bruno Borges Fernandes, Emerson Palmieri dos Santos, Joao Pedro Junqueira de Jesus, Jordan Pickford, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Pedro Porro",Bruno Borges Fernandes,Mohamed Salah,"Aaron Wan-Bissaka, Emerson Palmieri dos Santos, Joao Pedro Junqueira de Jesus, Pedro Porro","Dominic Solanke, Josko Gvardiol, Leif Davis, Milos Kerkez",188.0,3,1,1335.4479999999996,,156.0,110.441
88,"Aaron Wan-Bissaka, Alexander Isak, Ashley Young, Bukayo Saka, Emerson Palmieri dos Santos, James Maddison, Joao Pedro Junqueira de Jesus, Joao Victor Gomes da Silva, Jordan Pickford, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Ola Aina, Pedro Porro","Aaron Wan-Bissaka, Ashley Young, Bukayo Saka, Emerson Palmieri dos Santos, James Maddison, Joao Pedro Junqueira de Jesus, Joao Victor Gomes da Silva, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Pedro Porro",Matheus Santos Carneiro Da Cunha,James Maddison,James Maddison,Bruno Borges Fernandes,197.0,0,1,1359.6489999999994,,188.0,152.63
89,"Aaron Wan-Bissaka, Alexander Isak, Ashley Young, Bukayo Saka, Cole Palmer, Daniel Munoz, Jordan Pickford, Joshua Zirkzee, Justin Kluivert, Kevin Schade, Marc Cucurella Saseta, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Ola Aina","Aaron Wan-Bissaka, Bukayo Saka, Cole Palmer, Daniel Munoz, Joshua Zirkzee, Justin Kluivert, Kevin Schade, Marc Cucurella Saseta, Matz Sels, Mohamed Salah, Ola Aina",Kevin Schade,Justin Kluivert,"Cole Palmer, Daniel Munoz, Joshua Zirkzee, Kevin Schade, Marc Cucurella Saseta","Emerson Palmieri dos Santos, James Maddison, Joao Pedro Junqueira de Jesus, Joao Victor Gomes da Silva, Pedro Porro",154.0,4,1,1346.0679999999995,,197.0,152.025
